,Date,Open,Close/Last,Volume
522,7/29/2019,$14.17 ,$13.69 ,1049628
523,7/26/2019,$13.59 ,$14.12 ,669060
524,7/25/2019,$14.51 ,$13.51 ,895579
525,7/24/2019,$13.75 ,$14.47 ,1167362
526,7/23/2019,$14.06 ,$13.60 ,2053347
527,7/22/2019,$14.22 ,$14.05 ,1058910
528,7/19/2019,$14.29 ,$14.11 ,1042632
529,7/18/2019,$14.09 ,$14.26 ,756865
530,7/17/2019,$14.17 ,$14.03 ,1202450
531,7/16/2019,$14.32 ,$14.14 ,1111014
532,7/15/2019,$14.28 ,$14.32 ,727620
533,7/12/2019,$14.27 ,$14.20 ,1084328
534,7/11/2019,$14.56 ,$14.44 ,1135170
535,7/10/2019,$14.94 ,$14.48 ,1770209
536,7/9/2019,$14.31 ,$14.85 ,739829
537,7/8/2019,$14.89 ,$14.29 ,938422
538,7/5/2019,$15.47 ,$14.96 ,970638
539,7/3/2019,$14.50 ,$15.31 ,954475
540,7/2/2019,$14.71 ,$14.40 ,1202267
541,7/1/2019,$14.86 ,$14.73 ,1135482
542,6/28/2019,$14.41 ,$14.64 ,1657027
543,6/27/2019,$13.50 ,$14.34 ,1724611
544,6/26/2019,$13.92 ,$13.70 ,1112795
545,6/25/2019,$14.11 ,$13.77 ,1936251
546,6/24/2019,$14.41 ,$14.04 ,1327256
547,6/21/2019,$15.20 ,$14.70 ,2115818
548,6/20/2019,$15.85 ,$15.18 ,1605381
549,6/19/2019,$15.75 ,$15.50 ,2831087
550,6/18/2019,$15.90 ,$15.74 ,1120185
551,6/17/2019,$15.54 ,$15.77 ,1220436
552,6/14/2019,$16.25 ,$15.40 ,2080053
553,6/13/2019,$16.42 ,$16.16 ,1607294
554,6/12/2019,$16.11 ,$16.30 ,2042477
555,6/11/2019,$16.09 ,$16 ,5614358
556,6/10/2019,$17.85 ,$15.67 ,2574686
557,6/7/2019,$17.71 ,$17.52 ,1892799
558,6/6/2019,$17.83 ,$17.94 ,6066383
559,6/5/2019,$19.20 ,$17.70 ,5046143
560,6/4/2019,$19.76 ,$19.47 ,1077687
561,6/3/2019,$20.79 ,$19.85 ,1031947
562,5/31/2019,$21.16 ,$20.78 ,443530
563,5/30/2019,$21.84 ,$21.49 ,361293
564,5/29/2019,$21.71 ,$21.70 ,490742
565,5/28/2019,$22.30 ,$21.54 ,616013
566,5/24/2019,$21.56 ,$21.83 ,743997
567,5/23/2019,$21.75 ,$21.38 ,739551
568,5/22/2019,$22.65 ,$22 ,569589
569,5/21/2019,$22.65 ,$22.70 ,475913
570,5/20/2019,$22.85 ,$22.60 ,553004
571,5/17/2019,$23.31 ,$23.08 ,1275232
572,5/16/2019,$23.50 ,$23.46 ,536569
573,5/15/2019,$23.46 ,$23.12 ,847323
574,5/14/2019,$24.50 ,$23.59 ,473926
575,5/13/2019,$24.46 ,$24.43 ,491784
576,5/10/2019,$23.04 ,$24.92 ,536230
577,5/9/2019,$23.50 ,$23.26 ,523118
578,5/8/2019,$23.70 ,$23.54 ,1023854
579,5/7/2019,$27.18 ,$24.55 ,1061288
580,5/6/2019,$26.38 ,$27.10 ,667204
581,5/3/2019,$28.89 ,$27.20 ,837921
582,5/2/2019,$26.33 ,$28.34 ,1079697
583,5/1/2019,$26.31 ,$26.40 ,1121529
584,4/30/2019,$25.28 ,$26.03 ,620717
585,4/29/2019,$26.28 ,$25.14 ,1057822
586,4/26/2019,$25.83 ,$26.26 ,593482
587,4/25/2019,$25.76 ,$25.74 ,603235
588,4/24/2019,$24.80 ,$25.76 ,700903
589,4/23/2019,$23.73 ,$24.70 ,617663
590,4/22/2019,$22.70 ,$23.63 ,494057
591,4/18/2019,$23.47 ,$22.51 ,735450
592,4/17/2019,$24 ,$23.50 ,918386
593,4/16/2019,$26 ,$23.78 ,964468
594,4/15/2019,$24.99 ,$25.84 ,635823
595,4/12/2019,$26 ,$24.61 ,708620
596,4/11/2019,$26.82 ,$25.73 ,1027859
597,4/10/2019,$26.90 ,$26.80 ,639184
598,4/9/2019,$27.30 ,$26.82 ,1051472
599,4/8/2019,$25.90 ,$27.23 ,2672468
600,4/5/2019,$23.80 ,$25.96 ,1976748
601,4/4/2019,$21.12 ,$23.08 ,1705781
602,4/3/2019,$19.92 ,$21.33 ,909292
603,4/2/2019,$20.68 ,$19.70 ,544880
604,4/1/2019,$20.54 ,$20.59 ,547566
605,3/29/2019,$19.87 ,$20.35 ,660742
606,3/28/2019,$19.30 ,$19.66 ,453584
607,3/27/2019,$20.08 ,$19.27 ,602638
608,3/26/2019,$19.61 ,$19.90 ,393610
609,3/25/2019,$19 ,$19.40 ,671667
610,3/22/2019,$19.38 ,$19 ,579040
611,3/21/2019,$20 ,$19.34 ,860491
612,3/20/2019,$20.41 ,$20 ,984997
613,3/19/2019,$22.47 ,$20.35 ,976090
614,3/18/2019,$21.74 ,$22.18 ,1241919
615,3/15/2019,$20.99 ,$21.82 ,2686068
616,3/14/2019,$19.92 ,$20.82 ,883580
617,3/13/2019,$19.30 ,$19.97 ,756472
618,3/12/2019,$20.52 ,$19.26 ,1627584
619,3/11/2019,$20.99 ,$20.43 ,915328
620,3/8/2019,$20.37 ,$20.93 ,631125
621,3/7/2019,$20.42 ,$20.59 ,1018080
622,3/6/2019,$21.40 ,$20.65 ,1060939
623,3/5/2019,$21.18 ,$21.37 ,1082170
624,3/4/2019,$22.47 ,$21.12 ,1131361
625,3/1/2019,$23.09 ,$22.27 ,866746
626,2/28/2019,$22.45 ,$22.60 ,510998
627,2/27/2019,$23.37 ,$22.10 ,1552358
628,2/26/2019,$21.60 ,$23.70 ,2522199
629,2/25/2019,$20.54 ,$21.65 ,1917870
630,2/22/2019,$19.35 ,$19.88 ,567575
631,2/21/2019,$19.74 ,$19.34 ,822625
632,2/20/2019,$21.12 ,$19.92 ,1159959
633,2/19/2019,$21.51 ,$20.83 ,1204670
634,2/15/2019,$19.94 ,$21.44 ,2083270
635,2/14/2019,$18.64 ,$19.66 ,1090446
636,2/13/2019,$18.99 ,$18.53 ,1331113
637,2/12/2019,$18.21 ,$18.69 ,752378
638,2/11/2019,$17.99 ,$18.17 ,597890
639,2/8/2019,$17.10 ,$17.99 ,685655
640,2/7/2019,$17.95 ,$17.05 ,527423
641,2/6/2019,$17.25 ,$18.14 ,1015869
642,2/5/2019,$16.29 ,$17.18 ,652724
643,2/4/2019,$16.22 ,$16.27 ,297787
644,2/1/2019,$16.80 ,$16.22 ,617241
645,1/31/2019,$15.24 ,$16.60 ,2256586
646,1/30/2019,$14.72 ,$15.13 ,758899
647,1/29/2019,$14.46 ,$14.63 ,591730
648,1/28/2019,$14.84 ,$14.45 ,656517
649,1/25/2019,$14.80 ,$14.91 ,942219
650,1/24/2019,$14.90 ,$14.64 ,452908
651,1/23/2019,$15.59 ,$14.79 ,651802
652,1/22/2019,$16.62 ,$15.56 ,636877
653,1/18/2019,$16.46 ,$16.69 ,629965
654,1/17/2019,$16.05 ,$16.31 ,315670
655,1/16/2019,$16.80 ,$16.26 ,272788
656,1/15/2019,$17 ,$16.59 ,468017
657,1/14/2019,$17 ,$16.74 ,612921
658,1/11/2019,$16.60 ,$17 ,580422
659,1/10/2019,$16.36 ,$16.48 ,487184
660,1/9/2019,$17.20 ,$16.33 ,1186378
661,1/8/2019,$17.35 ,$16.95 ,1892563
662,1/7/2019,$17.54 ,$16.27 ,1584742
663,1/4/2019,$16 ,$16.96 ,1651820
664,1/3/2019,$15.49 ,$15.50 ,1587671
665,1/2/2019,$14.93 ,$15.33 ,2316647
666,12/31/2018,$14.24 ,$15.27 ,991769
667,12/28/2018,$14.72 ,$14.15 ,929098
668,12/27/2018,$13.49 ,$14.65 ,1767398
669,12/26/2018,$14.15 ,$13.52 ,1817560
670,12/24/2018,$14.32 ,$14.03 ,665427
671,12/21/2018,$15.40 ,$14.47 ,2063025
672,12/20/2018,$16 ,$15.50 ,2365171
673,12/19/2018,$16.86 ,$16.18 ,940912
674,12/18/2018,$17.10 ,$17 ,1621454
675,12/17/2018,$18.33 ,$17 ,1580842
676,12/14/2018,$18.75 ,$18.32 ,746133
677,12/13/2018,$19.25 ,$18.76 ,1607574
678,12/12/2018,$18.55 ,$18.68 ,2587466
679,12/11/2018,$20.55 ,$18.01 ,3432087
680,12/10/2018,$18.90 ,$18.80 ,4158352
681,12/7/2018,$22 ,$18.60 ,12984630
