,Date,Open,Close,Volume
0,29-06-2010,3.799999952,4.777999878,93831500
1,30-06-2010,5.157999992,4.765999794,85935500
2,1/7/2010,5.0,4.392000198,41094000
3,2/7/2010,4.599999905,3.839999914,25699000
4,6/7/2010,4.0,3.221999884,34334500
5,7/7/2010,3.279999971,3.160000086,34608500
6,8/7/2010,3.227999926,3.492000103,38557000
7,9/7/2010,3.516000032,3.480000019,20253000
8,12/7/2010,3.589999914,3.410000086,11012500
9,13-07-2010,3.477999926,3.628000021,13400500
10,14-07-2010,3.588000059,3.967999935,20976000
11,15-07-2010,3.987999916,3.977999926,18699000
12,16-07-2010,4.139999866,4.127999783,13106500
13,19-07-2010,4.274000168,4.381999969,12432500
14,20-07-2010,4.369999886,4.059999943,9126500
15,21-07-2010,4.131999969,4.044000149,6262500
16,22-07-2010,4.099999905,4.199999809,4789000
17,23-07-2010,4.237999916,4.257999897,3268000
18,26-07-2010,4.300000191,4.190000057,4611000
19,27-07-2010,4.18200016,4.110000134,3098500
20,28-07-2010,4.110000134,4.144000053,2336000
21,29-07-2010,4.153999805,4.070000172,3080000
22,30-07-2010,4.039999962,3.987999916,2134500
23,2/8/2010,4.099999905,4.184000015,3590500
24,3/8/2010,4.199999809,4.389999866,6152500
25,4/8/2010,4.389999866,4.251999855,4565000
26,5/8/2010,4.308000088,4.090000153,3981000
27,6/8/2010,4.019999981,3.917999983,3709500
28,9/8/2010,3.980000019,3.920000076,4063500
29,10/8/2010,3.930000067,3.805999994,6406500
30,11/8/2010,3.737999916,3.579999924,3988000
31,12/8/2010,3.559999943,3.519999981,3455000
32,13-08-2010,3.635999918,3.664000034,3170000
33,16-08-2010,3.690000057,3.756000042,2429000
34,17-08-2010,3.792000055,3.829999924,2239500
35,18-08-2010,3.917999983,3.753999949,3006500
36,19-08-2010,3.707999945,3.757999897,2895500
37,20-08-2010,3.730000019,3.819999933,1480000
38,23-08-2010,3.818000078,4.026000023,5440500
39,24-08-2010,3.849999905,3.839999914,3365500
40,25-08-2010,3.832000017,3.980000019,2516500
41,26-08-2010,3.977999926,3.950000048,2169000
42,27-08-2010,3.950000048,3.940000057,1898000
43,30-08-2010,3.940000057,3.973999977,3664000
44,31-08-2010,3.931999922,3.895999908,1005500
45,1/9/2010,3.924000025,4.090000153,2474500
46,2/9/2010,4.073999882,4.211999893,2435500
47,3/9/2010,4.173999786,4.210000038,2173000
48,7/9/2010,4.122000217,4.107999802,1217000
49,8/9/2010,4.131999969,4.179999828,1442000
50,9/9/2010,4.199999809,4.142000198,1881000
51,10/9/2010,4.150000095,4.03399992,1933000
52,13-09-2010,4.177999973,4.144000053,1804000
53,14-09-2010,4.107999802,4.223999977,3273500
54,15-09-2010,4.196000099,4.395999908,3423000
55,16-09-2010,4.429999828,4.188000202,13422500
56,17-09-2010,4.203999996,4.046000004,5992500
57,20-09-2010,4.133999825,4.211999893,4737500
58,21-09-2010,4.177999973,4.153999805,3980000
59,22-09-2010,4.173999786,3.973999977,4814500
60,23-09-2010,3.977999926,3.911999941,3340500
61,24-09-2010,3.99000001,4.019999981,2894500
62,27-09-2010,4.079999924,4.105999947,2093000
63,28-09-2010,4.208000183,4.28000021,6072500
64,29-09-2010,4.237999916,4.395999908,9846500
65,30-09-2010,4.400000095,4.081999779,10979000
66,1/10/2010,4.138000011,4.119999886,2988500
67,4/10/2010,4.085999966,4.197999954,3218000
68,5/10/2010,4.230000019,4.223999977,1660000
69,6/10/2010,4.211999893,4.092000008,1567000
70,7/10/2010,4.113999844,4.085999966,705000
71,8/10/2010,4.085999966,4.085999966,1339000
72,11/10/2010,4.087999821,4.047999859,856000
73,12/10/2010,4.039999962,4.047999859,1220000
74,13-10-2010,4.127999783,4.107999802,1591000
75,14-10-2010,4.199999809,4.150000095,1474000
76,15-10-2010,4.177999973,4.107999802,1423500
77,18-10-2010,4.104000092,4.046000004,814000
78,19-10-2010,4.039999962,4.010000229,1226000
79,20-10-2010,4.032000065,4.130000114,1562500
