Date,Low,Open,Volume,High,Close,Adjusted Close
1/6/1972,0.802993,0,2458771,0.815346003,0.815346003,0.183906183
2/6/1972,0.802993,0.815346003,1613885,0.817816973,0.805463016,0.181676924
5/6/1972,0.798051,0.805463016,2585251,0.807933986,0.802993,0.181119725
6/6/1972,0.800522029,0.802993,2347469,0.825228989,0.820288002,0.185020715
7/6/1972,0.807933986,0.820288002,1032077,0.820288002,0.820288002,0.185020715
8/6/1972,0.815346003,0.820288002,1067491,0.822758973,0.815346003,0.183906183
9/6/1972,0.815346003,0.815346003,1563293,0.822758973,0.820288002,0.185020715
12/6/1972,0.820288002,0.820288002,1942733,0.835111976,0.822758973,0.185578033
13-06-1972,0.817816973,0.822758973,2175456,0.835111976,0.830170989,0.187249959
14-06-1972,0.825228989,0.830170989,2069213,0.835111976,0.830170989,0.187249959
15-06-1972,0.820288002,0.830170989,2726909,0.837583005,0.820288002,0.185020715
16-06-1972,0.810405016,0.820288002,2398061,0.835111976,0.835111976,0.188364446
19-06-1972,0.832642019,0.835111976,1694832,0.844995022,0.844995022,0.190593705
20-06-1972,0.840053976,0.844995022,2332291,0.849937022,0.849937022,0.191708371
21-06-1972,0.840053976,0.849937022,2038858,0.854878008,0.840053976,0.189479008
22-06-1972,0.832642019,0.840053976,2438534,0.847465992,0.842525005,0.190036461
23-06-1972,0.820288002,0.842525005,1482346,0.844995022,0.840053976,0.189479008
26-06-1972,0.820288002,0.840053976,1618944,0.840053976,0.830170989,0.187249959
27-06-1972,0.820288002,0.830170989,2048976,0.837583005,0.830170989,0.187249959
28-06-1972,0.817816973,0.827700019,1315392,0.827700019,0.822758973,0.185578033
29-06-1972,0.817816973,0.822758973,1118083,0.835111976,0.835111976,0.188364446
30-06-1972,0.832642019,0.835111976,2924218,0.849937022,0.837583005,0.18892169
3/7/1972,0.830170989,0.837583005,824650,0.844995022,0.840053976,0.189479008
5/7/1972,0.844995022,0.844995022,2903981,0.864760995,0.854878008,0.192822739
6/7/1972,0.862290025,0.862290025,3895584,0.874643981,0.872173011,0.196723759
7/7/1972,0.867232025,0.872173011,2119805,0.884527028,0.884527028,0.199510187
10/7/1972,0.882055998,0.884527028,3091171,0.896880984,0.886997998,0.200067624
11/7/1972,0.886997998,0.886997998,2185574,0.896880984,0.886997998,0.200067624
12/7/1972,0.884527028,0.886997998,2696554,0.896880984,0.889469028,0.200625002
13-07-1972,0.859820008,0.884527028,1113024,0.884527028,0.864760995,0.195051998
14-07-1972,0.862290025,0.864760995,1583530,0.889469028,0.884527028,0.199510187
17-07-1972,0.862290025,0.884527028,819590,0.889469028,0.877115011,0.197838381
18-07-1972,0.842525005,0.874643981,1527878,0.874643981,0.867232025,0.195609286
19-07-1972,0.859820008,0.867232025,2145101,0.879585981,0.872173011,0.196723759
20-07-1972,0.857348979,0.872173011,1492464,0.877115011,0.859820008,0.19393748
21-07-1972,0.849937022,0.859820008,956189,0.864760995,0.864760995,0.195051998
24-07-1972,0.835111976,0.864760995,9733901,0.864760995,0.844995022,0.190593705
25-07-1972,0.847465992,0.847465992,2696554,0.867232025,0.859820008,0.19393748
26-07-1972,0.854878008,0.859820008,1355866,0.864760995,0.854878008,0.192822739
27-07-1972,0.849937022,0.854878008,1133261,0.857348979,0.849937022,0.191708371
28-07-1972,0.852406979,0.852406979,1128202,0.857348979,0.857348979,0.193380043
31-07-1972,0.849937022,0.857348979,2043917,0.857348979,0.849937022,0.191708371
1/8/1972,0.849937022,0.849937022,1806134,0.869702995,0.867232025,0.195609286
2/8/1972,0.869702995,0.869702995,3020342,0.882055998,0.879585981,0.198395833
3/8/1972,0.862290025,0.879585981,1305274,0.882055998,0.867232025,0.195609286
4/8/1972,0.859820008,0.867232025,2145101,0.877115011,0.872173011,0.196723759
7/8/1972,0.862290025,0.872173011,1962970,0.874643981,0.874643981,0.197281167
8/8/1972,0.869702995,0.874643981,2403120,0.879585981,0.874643981,0.197281167
9/8/1972,0.869702995,0.874643981,2479008,0.877115011,0.877115011,0.197838381
10/8/1972,0.872173011,0.877115011,1163616,0.886997998,0.886997998,0.200067624
11/8/1972,0.882055998,0.886997998,3162000,0.904293001,0.904293001,0.20396857
14-08-1972,0.896880984,0.904293001,3313776,0.909235001,0.904293001,0.20396857
15-08-1972,0.894410014,0.904293001,1254682,0.904293001,0.899352014,0.202854127
16-08-1972,0.886997998,0.899352014,1532938,0.904293001,0.894410014,0.201739416
17-08-1972,0.891938984,0.894410014,2726909,0.906763971,0.896880984,0.202296972
18-08-1972,0.879585981,0.894410014,3050698,0.894410014,0.879585981,0.198395833
21-08-1972,0.867232025,0.879585981,1295155,0.884527028,0.879585981,0.198395833
22-08-1972,0.869702995,0.879585981,1431754,0.889469028,0.874643981,0.197281167
23-08-1972,0.862290025,0.874643981,1654358,0.884527028,0.869702995,0.196166664
24-08-1972,0.849937022,0.869702995,2155219,0.872173011,0.864760995,0.195051998
25-08-1972,0.849937022,0.864760995,2823034,0.869702995,0.854878008,0.192822739
28-08-1972,0.847465992,0.854878008,1436813,0.862290025,0.852406979,0.192265466
29-08-1972,0.847465992,0.852406979,2140042,0.862290025,0.857348979,0.19410038
30-08-1972,0.847465992,0.857348979,2231107,0.857348979,0.852406979,0.192981556
31-08-1972,0.840053976,0.852406979,2190634,0.854878008,0.844995022,0.191303551
1/9/1972,0.835111976,0.844995022,4877069,0.847465992,0.847465992,0.191862971
5/9/1972,0.842525005,0.847465992,991603,0.849937022,0.849937022,0.192422405
6/9/1972,0.822758973,0.847465992,1917437,0.847465992,0.827700019,0.187387869
7/9/1972,0.800522029,0.827700019,3075994,0.830170989,0.802993,0.181794301
8/9/1972,0.802993,0.802993,1780838,0.822758973,0.815346003,0.184591129
11/9/1972,0.805463016,0.815346003,1391280,0.817816973,0.810405016,0.18347244
12/9/1972,0.798051,0.810405016,1492464,0.817816973,0.798051,0.180675685
13-09-1972,0.793110013,0.798051,4275024,0.810405016,0.807933986,0.182912931
14-09-1972,0.795580029,0.807933986,2069213,0.817816973,0.800522029,0.181234971
15-09-1972,0.802993,0.802993,1158557,0.815346003,0.812875986,0.184031859
18-09-1972,0.805463016,0.812875986,728525,0.825228989,0.815346003,0.184591129
19-09-1972,0.810405016,0.815346003,849946,0.832642019,0.825228989,0.186828613
20-09-1972,0.815346003,0.825228989,1158557,0.835111976,0.822758973,0.186269224
21-09-1972,0.820288002,0.822758973,1340688,0.832642019,0.825228989,0.186828613
22-09-1972,0.815346003,0.825228989,1290096,0.830170989,0.817816973,0.185150459
25-09-1972,0.800522029,0.817816973,6799565,0.817816973,0.810405016,0.18347244
26-09-1972,0.805463016,0.810405016,2018621,0.825228989,0.825228989,0.186828613
27-09-1972,0.830170989,0.830170989,2038858,0.844995022,0.844995022,0.191303551
28-09-1972,0.832642019,0.844995022,5752310,0.849937022,0.849937022,0.192422405
29-09-1972,0.840053976,0.849937022,2276640,0.849937022,0.847465992,0.191862971
2/10/1972,0.835111976,0.842525005,2590310,0.842525005,0.835111976,0.189066008
3/10/1972,0.817816973,0.832642019,784176,0.832642019,0.817816973,0.185150459
4/10/1972,0.812875986,0.817816973,1922496,0.832642019,0.817816973,0.185150459
5/10/1972,0.783227026,0.805463016,8261674,0.805463016,0.788168013,0.178438053
6/10/1972,0.785696983,0.788168013,2403120,0.805463016,0.802993,0.181794301
9/10/1972,0.798051,0.802993,986544,0.805463016,0.798051,0.180675685
10/10/1972,0.795580029,0.798051,1411517,0.815346003,0.805463016,0.182353646
11/10/1972,0.793110013,0.805463016,2048976,0.812875986,0.802993,0.181794301
12/10/1972,0.790638983,0.802993,3232829,0.802993,0.795580029,0.180115998
13-10-1972,0.783227026,0.795580029,3020342,0.795580029,0.785696983,0.177878559
16-10-1972,0.778285027,0.785696983,1826371,0.793110013,0.780755997,0.176760003
17-10-1972,0.780755997,0.780755997,2838211,0.788168013,0.788168013,0.178438053
